,scenario_id,decision,other_action,action_likelihood,action_entropy,model_id,eval_technique,eval_top_p,eval_temperature,a1_action_likelihood
209,G_217,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
210,G_218,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
211,G_219,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
212,G_220,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
213,G_221,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
214,G_222,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
215,G_223,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
216,G_224,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
217,G_225,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
218,G_226,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
219,G_227,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
220,G_228,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
221,G_230,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
222,G_231,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
223,G_232,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
224,G_233,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
225,G_234,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
226,G_235,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
227,G_236,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
228,G_237,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
229,G_238,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
230,G_239,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
231,G_240,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
232,G_241,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
233,G_242,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
234,G_243,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
235,G_245,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
236,G_246,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
237,G_247,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
238,G_248,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
239,G_249,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
240,G_250,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
241,G_251,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
242,G_253,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
243,G_254,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
244,G_255,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
245,G_256,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
246,G_257,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
247,G_258,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
248,G_259,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
249,G_260,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
250,G_261,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
251,G_262,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
252,G_263,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
253,G_264,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
254,G_265,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
255,G_266,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
256,G_267,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
257,G_268,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
258,G_269,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
259,G_271,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
260,G_272,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
261,G_273,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
262,G_274,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
263,G_275,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
264,G_276,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
265,G_277,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
266,G_278,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
267,G_279,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
268,G_280,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
269,G_281,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
270,G_282,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
271,G_283,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
272,G_284,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
273,G_285,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
274,G_286,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
275,G_287,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
276,G_288,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
277,G_289,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
278,G_290,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
279,G_291,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
280,G_292,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
281,G_293,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
282,G_294,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
283,G_295,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
284,G_296,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
285,G_297,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
286,G_298,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
287,G_299,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
288,G_300,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
289,G_301,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
290,G_302,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
291,G_303,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
292,G_304,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
293,G_305,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
294,G_306,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
295,G_308,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
296,G_309,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
297,G_310,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
298,G_311,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
299,G_312,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
300,G_313,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
301,G_314,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
302,G_315,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
303,G_316,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
304,G_317,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
305,G_318,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
306,G_319,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
307,G_320,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
308,G_321,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
309,G_322,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
310,G_323,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
311,G_324,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
312,G_325,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
313,G_326,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
314,G_327,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
315,G_328,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
316,G_329,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
317,G_330,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
318,G_331,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
319,G_332,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
320,G_333,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
321,G_334,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
322,G_335,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
323,G_336,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
324,G_337,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
325,G_338,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
326,G_339,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
327,G_340,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
328,G_341,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
329,G_342,action2,action1,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.08333333333333337
330,G_343,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
331,G_344,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
332,G_345,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
333,G_346,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
334,G_347,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
335,G_348,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
336,G_349,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
337,G_350,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
338,G_351,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
339,G_352,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
340,G_353,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
341,G_354,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
342,G_355,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
343,G_356,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
344,G_357,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
345,G_358,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
346,G_359,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
347,G_360,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
348,G_361,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
349,G_362,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
350,G_363,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
351,G_365,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
352,G_366,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
353,G_367,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
354,G_368,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
355,G_369,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
356,G_370,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
357,G_371,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
358,G_372,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
359,G_373,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
360,G_374,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
361,G_375,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
362,G_376,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
363,G_377,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
364,G_378,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
365,G_379,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
366,G_380,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
367,G_381,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
368,G_382,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
369,G_383,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
370,G_384,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
371,G_385,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
372,G_387,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
373,G_388,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
374,G_389,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
375,G_390,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
376,G_391,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
377,G_392,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
378,G_393,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
379,G_394,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
380,G_395,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
381,G_396,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
382,G_397,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
383,G_398,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
384,G_399,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
385,G_400,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
386,G_401,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
387,G_402,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
388,G_403,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
389,G_404,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
390,G_405,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
391,G_406,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
392,G_407,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
393,G_408,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
394,G_409,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
395,G_410,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
396,G_411,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
397,G_412,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
398,G_413,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
399,G_414,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
400,G_415,action1,action2,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5833333333333334
401,G_416,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
402,G_418,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
403,G_419,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
404,G_420,action1,action2,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.75
405,G_421,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
406,G_423,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
407,G_424,action2,action1,0.75,0.5623351444188083,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.25
408,G_425,action2,action1,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.16666666666666663
409,G_426,action1,action2,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,1.0
410,G_428,action2,action1,1.0,-1.000000082690371e-10,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.0
411,G_429,action1,action2,0.9166666666666666,0.28683598285616074,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.9166666666666666
412,G_430,action1,action2,0.8333333333333334,0.4505612086663046,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.8333333333333334
413,G_431,action2,action1,0.5833333333333334,0.6791932657915257,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.41666666666666663
414,G_432,action1,action2,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.6666666666666666
415,G_433,action2,action1,0.6666666666666666,0.6365141680948128,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.33333333333333337
416,G_434,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
417,G_436,action1,action2,0.5,0.6931471803599453,openai/gpt-3.5-turbo,top_p_sampling,1.0,1.0,0.5
